Species,DbSiteCode,Run,Date,Watercourse,Site,SegmentId,PredictedNumberOfIndigenousSpecies,NumberOfIndigenousSpecies,Poise,PropTrans,PropAlien,PropNonIndigenous,AmbSp1,Observations,Type,GenusSpecies,VernacularName,Fyear,Region,Environment,BasinOrZone,SubBasinOrSubZone,WatercourseOrGeographicArea,geometry
XipMac,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,5,Alien,Xiphophorus maculatus,Platy,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
AngRei,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,1,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
AngRei,117-0001,1,2019-08-20T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,5,0.58359693434196,0,0,0,NA,3,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
AngRei,117-0001,3,2025-09-03T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,4,0.46687754747356797,0,0,0,NA,1,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.793350153, 7872486.92054832)"
GamHol,117-0066,3,2025-09-03T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,3,0.23615247168590903,0,0.5789473684210527,0.5789473684210527,3,33,Alien,Gambusia holbrooki,Gambusia,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455155.601172456, 7877873.40594019)"
GamHol,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,2,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
GamHol,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,3,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
GerFil,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,2,Indigenous,Gerres filamentosus,Silver biddy,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
GloIll,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,1,Indigenous,Glossogobius illimus,False Celebes goby,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
HypCom,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,112,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
HypCom,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,63,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
HypCom,117-0066,3,2025-09-03T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,3,0.23615247168590903,0,0.5789473684210527,0.5789473684210527,3,4,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455155.601172456, 7877873.40594019)"
LatCal,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,1,Indigenous,Lates calcarifer,Barramundi,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
LeiUni,117-0001,1,2019-08-20T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,5,0.58359693434196,0,0,0,NA,6,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
LeiUni,117-0001,3,2025-09-03T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,4,0.46687754747356797,0,0,0,NA,3,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.793350153, 7872486.92054832)"
LeiUni,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,6,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
LeiUni,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,3,Indigenous,Leiopotherapon unicolor,Spangled perch,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
MelSpl,117-0001,2,2022-09-12T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,3,0.35015816060517596,0,0.005405405405405406,0.005405405405405406,NA,118,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
MelSpl,117-0001,1,2019-08-20T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,5,0.58359693434196,0,0,0,NA,144,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
MelSpl,117-0001,3,2025-09-03T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,4,0.46687754747356797,0,0,0,NA,155,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.793350153, 7872486.92054832)"
MelSpl,117-0018,1,2019-08-21T00:00:00Z,Healy Creek,"Saunders Beach Road, Yabulu",9491,14.069238,7,0.4975393834406668,0,0.017543859649122806,0.017543859649122806,24,71,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(456862.916242356, 7877734.04341783)"
MelSpl,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,103,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
MelSpl,117-0066,3,2025-09-03T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,3,0.23615247168590903,0,0.5789473684210527,0.5789473684210527,3,17,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455155.601172456, 7877873.40594019)"
MogAds,117-0001,1,2019-08-20T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,5,0.58359693434196,0,0,0,NA,35,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
MogAds,117-0001,3,2025-09-03T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,4,0.46687754747356797,0,0,0,NA,94,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.793350153, 7872486.92054832)"
MogAds,117-0001,2,2022-09-12T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,3,0.35015816060517596,0,0.005405405405405406,0.005405405405405406,NA,63,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
NeoHyr,117-0001,1,2019-08-20T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,5,0.58359693434196,0,0,0,NA,2,Indigenous,Neosilurus hyrtlii,Hyrtl's tandan,2020,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
NeoHyr,117-0001,2,2022-09-12T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,3,0.35015816060517596,0,0.005405405405405406,0.005405405405405406,NA,3,Indigenous,Neosilurus hyrtlii,Hyrtl's tandan,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
OreMos,117-0066,2,2022-09-16T00:00:00Z,Deep Creek,"Bruce Highway, Bluewater",10050,12.703657,5,0.39358745280984836,0,0.029304029304029304,0.029304029304029304,46,6,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(455110.892130991, 7877841.9816099)"
OreMos,117-0001,2,2022-09-12T00:00:00Z,Pine Creek,"Forestry Road, Paluma Range National Park, Lynam",9460,8.567557,3,0.35015816060517596,0,0.005405405405405406,0.005405405405405406,NA,1,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Black,Bluewater Creek,NA,"c(441954.85489973, 7872487.39656398)"
AngMar,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,1,Indigenous,Anguilla marmorata,Giant mottled eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
AngMar,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,1,Indigenous,Anguilla marmorata,Giant mottled eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
AngMar,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,1,Indigenous,Anguilla marmorata,Giant mottled eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
AngMar,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,2,Indigenous,Anguilla marmorata,Giant mottled eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
AngMar,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,2,Indigenous,Anguilla marmorata,Giant mottled eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
AngMar,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,1,Indigenous,Anguilla marmorata,Giant mottled eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
AngMar,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,1,Indigenous,Anguilla marmorata,Giant mottled eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
AngRei,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,5,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
AngRei,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,15,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
AngRei,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,2,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
AngRei,117-0041,2,2022-09-14T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.038834951456310676,0.038834951456310676,NA,28,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
AngRei,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,4,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
AngRei,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,5,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
AngRei,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,4,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
AngRei,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,7,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
AngRei,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,6,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
AngRei,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,9,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
AngRei,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,3,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
AngRei,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,5,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
AngRei,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,7,Indigenous,Anguilla reinhardtii,Long-finned eel,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
AngRei,117-0069,3,2025-09-03T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,5,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.835197415, 7900815.17822897)"
AngRei,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,6,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
AwaAcr,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,3,Indigenous,Awaous acritosus,Roman-nose goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
AwaAcr,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,5,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
AwaAcr,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,4,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
AwaAcr,117-0085,2,2022-09-14T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,4,0.3447230994467539,0,0.2607879924953096,0.2607879924953096,NA,2,Indigenous,Awaous acritosus,Roman-nose goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
AwaAcr,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,1,Indigenous,Awaous acritosus,Roman-nose goby,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
AwaAcr,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,3,Indigenous,Awaous acritosus,Roman-nose goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
AwaAcr,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,4,Indigenous,Awaous acritosus,Roman-nose goby,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
AwaAcr,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,3,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
AwaAcr,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,1,Indigenous,Awaous acritosus,Roman-nose goby,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
AwaAcr,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,1,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
AwaAcr,117-0041,2,2022-09-14T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.038834951456310676,0.038834951456310676,NA,5,Indigenous,Awaous acritosus,Roman-nose goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
AwaAcr,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,8,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
CraSte,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,2,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
CraSte,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,4,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
CraSte,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,7,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
